season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link,all_star
1992,25.0,TOT,NBA,PF,54.0,5.0,13.2,1.9,4.1,0.475,0.0,0.0,0.0,1.9,4.1,0.47700000000000004,0.475,0.7,1.1,0.613,0.7,1.6,2.4,0.4,0.3,0.2,0.6,1.4,4.6,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1993,26.0,DEN,NBA,PF,74.0,2.0,11.9,1.6,3.1,0.5,0.0,0.0,,1.6,3.1,0.5,0.5,1.0,1.4,0.6829999999999999,0.8,1.9,2.7,0.5,0.3,0.2,0.6,1.2,4.1,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1994,27.0,DEN,NBA,PF,70.0,5.0,13.7,2.0,3.7,0.535,0.0,0.0,0.0,2.0,3.7,0.537,0.535,1.9,2.5,0.746,0.8,2.4,3.2,0.5,0.2,0.2,0.8,1.9,5.9,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1995,28.0,DEN,NBA,PF,71.0,4.0,14.7,1.8,3.8,0.474,0.0,0.0,,1.8,3.8,0.474,0.474,1.2,1.6,0.765,1.2,1.9,3.1,0.3,0.3,0.2,0.7,1.9,4.8,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1996,29.0,DEN,NBA,PF,81.0,8.0,21.7,2.4,4.9,0.48,0.0,0.0,0.0,2.4,4.9,0.48200000000000004,0.48,1.5,2.1,0.721,1.7,3.3,5.0,0.8,0.2,0.3,1.1,2.5,6.2,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1997,30.0,MIN,NBA,PF,57.0,2.0,20.0,2.2,4.3,0.516,0.0,0.0,0.0,2.2,4.3,0.518,0.516,1.6,2.3,0.6970000000000001,1.8,3.0,4.8,0.6,0.3,0.3,0.8,2.2,6.1,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1998,31.0,MIN,NBA,PF,49.0,0.0,14.6,1.7,3.7,0.45799999999999996,0.0,0.0,,1.7,3.7,0.45799999999999996,0.45799999999999996,1.0,1.5,0.64,1.1,1.7,2.8,0.4,0.2,0.1,0.7,1.8,4.3,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1999,32.0,MIN,NBA,PF,56.0,0.0,6.6,0.8,1.7,0.433,0.0,0.0,,0.8,1.7,0.433,0.433,0.6,1.0,0.589,0.6,1.2,1.8,0.2,0.1,0.1,0.4,1.0,2.1,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
2000,33.0,MIN,NBA,PF,7.0,0.0,4.3,0.4,1.4,0.3,0.0,0.0,,0.4,1.4,0.3,0.3,0.1,0.3,0.5,0.3,0.3,0.6,0.1,0.0,0.0,0.4,1.1,1.0,https://www.basketball-reference.com//players/h/hammoto01.html,0.0
1989,23.0,MIN,NBA,PG,82.0,48.0,31.5,5.2,11.3,0.461,0.3,1.0,0.27699999999999997,4.9,10.3,0.479,0.473,0.8,1.3,0.589,0.7,2.0,2.6,6.8,1.6,0.3,1.7,1.7,11.4,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1990,24.0,MIN,NBA,PG,82.0,82.0,38.5,7.7,16.5,0.47,0.5,1.6,0.32799999999999996,7.2,14.9,0.485,0.486,1.1,2.0,0.539,1.0,2.5,3.5,9.0,1.6,0.2,2.1,1.4,17.1,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1991,25.0,MIN,NBA,PG,82.0,82.0,35.6,7.2,15.4,0.466,0.6,1.9,0.342,6.5,13.5,0.483,0.48700000000000004,1.5,2.2,0.691,1.1,2.6,3.7,8.4,1.5,0.3,2.5,1.9,16.5,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1992,26.0,IND,NBA,PG,74.0,73.0,32.4,4.6,9.5,0.479,0.0,0.4,0.10300000000000001,4.5,9.1,0.496,0.48200000000000004,1.2,1.7,0.742,0.9,2.8,3.6,7.7,1.3,0.2,2.3,1.8,10.4,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1993,27.0,IND,NBA,PG,37.0,25.0,27.6,4.3,9.6,0.452,0.1,0.3,0.25,4.2,9.2,0.45899999999999996,0.456,1.3,2.1,0.61,0.8,2.2,3.0,6.4,0.9,0.1,2.4,2.1,10.0,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1994,28.0,LAC,NBA,PG,80.0,77.0,35.8,4.4,11.2,0.39399999999999996,1.1,3.1,0.35700000000000004,3.3,8.2,0.40700000000000003,0.442,1.0,1.6,0.648,0.5,2.8,3.3,7.9,1.6,0.2,2.1,2.7,10.9,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1995,29.0,LAC,NBA,PG,63.0,61.0,32.0,4.5,10.5,0.423,1.5,3.9,0.384,3.0,6.7,0.446,0.494,1.2,1.7,0.743,0.6,2.0,2.5,5.4,1.2,0.2,1.5,2.1,11.7,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1996,30.0,LAC,NBA,PG,59.0,18.0,18.1,2.2,5.8,0.381,0.7,2.2,0.32799999999999996,1.5,3.7,0.41200000000000003,0.442,0.4,0.7,0.605,0.4,1.2,1.7,2.9,0.9,0.1,1.1,1.4,5.6,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1997,31.0,LAC,NBA,PG,69.0,17.0,18.1,1.8,4.8,0.37200000000000005,0.2,0.8,0.193,1.6,4.0,0.409,0.389,0.4,0.6,0.698,0.2,1.1,1.4,3.3,0.6,0.0,0.8,1.0,4.2,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1998,32.0,LAC,NBA,PG,11.0,0.0,11.8,1.1,3.3,0.33299999999999996,0.0,0.5,0.0,1.1,2.7,0.4,0.33299999999999996,0.4,0.4,1.0,0.1,1.1,1.2,2.7,0.4,0.0,0.8,0.5,2.5,https://www.basketball-reference.com//players/r/richapo01.html,0.0
1989,22.0,ORL,NBA,SG,81.0,9.0,22.0,4.6,9.3,0.494,0.0,0.2,0.059000000000000004,4.6,9.1,0.504,0.495,2.3,3.3,0.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1990,23.0,ORL,NBA,SG,70.0,42.0,28.2,5.7,12.2,0.467,0.2,0.8,0.293,5.5,11.4,0.479,0.47700000000000004,2.5,3.7,0.6679999999999999,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1991,24.0,ORL,NBA,SG,60.0,59.0,36.7,8.0,17.4,0.46299999999999997,0.5,1.4,0.353,7.5,16.0,0.47200000000000003,0.47700000000000004,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1992,25.0,ORL,NBA,SG,79.0,76.0,37.0,7.5,16.8,0.449,1.1,3.2,0.353,6.4,13.6,0.47100000000000003,0.48200000000000004,3.8,5.1,0.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1993,26.0,ORL,NBA,SG,81.0,81.0,34.7,6.2,13.0,0.478,1.2,3.9,0.322,5.0,9.1,0.545,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,1.8,15.8,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1994,27.0,ORL,NBA,SG,76.0,76.0,34.1,5.8,12.1,0.47600000000000003,2.4,5.7,0.415,3.4,6.5,0.528,0.573,1.9,2.7,0.7040000000000001,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1995,28.0,ORL,NBA,SG,77.0,77.0,35.3,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.6920000000000001,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1996,29.0,ORL,NBA,SG,63.0,61.0,34.3,4.6,11.5,0.397,2.3,6.4,0.353,2.3,5.1,0.45299999999999996,0.496,0.6,1.5,0.40399999999999997,1.0,3.8,4.8,2.9,1.9,0.5,1.4,2.5,12.0,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1997,30.0,ORL,NBA,SF,58.0,44.0,29.3,5.9,13.0,0.455,1.3,3.7,0.36,4.6,9.3,0.493,0.506,2.2,3.4,0.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1998,31.0,ORL,NBA,SF,47.0,39.0,33.6,5.4,13.6,0.395,2.0,5.9,0.34700000000000003,3.3,7.7,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1999,32.0,SAC,NBA,SG,72.0,72.0,29.1,4.3,10.9,0.391,1.8,5.5,0.332,2.4,5.3,0.452,0.47600000000000003,0.5,1.1,0.48700000000000004,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,https://www.basketball-reference.com//players/a/anderni01.html,0.0
2000,33.0,SAC,NBA,SG,21.0,0.0,8.0,0.7,2.7,0.24600000000000002,0.5,1.9,0.256,0.2,0.9,0.222,0.33299999999999996,0.0,0.0,,0.1,1.0,1.2,0.6,0.5,0.2,0.3,0.6,1.8,https://www.basketball-reference.com//players/a/anderni01.html,0.0
2001,34.0,MEM,NBA,SG,15.0,0.0,14.6,1.4,5.1,0.276,0.9,3.2,0.271,0.5,1.9,0.28600000000000003,0.36200000000000004,0.3,0.6,0.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,https://www.basketball-reference.com//players/a/anderni01.html,0.0
1989,22.0,NJN,NBA,PG,50.0,17.0,25.3,4.2,11.4,0.371,0.4,1.6,0.225,3.9,9.8,0.395,0.387,1.3,1.6,0.778,0.8,2.0,2.8,4.2,1.6,0.3,2.2,2.2,10.1,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1990,23.0,NJN,NBA,PG,72.0,70.0,35.9,6.0,14.4,0.41600000000000004,0.2,1.3,0.154,5.8,13.2,0.441,0.423,1.9,2.4,0.79,0.9,2.5,3.5,6.1,2.3,0.6,2.9,2.5,14.1,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1991,24.0,NJN,NBA,PG,72.0,67.0,35.4,6.0,13.8,0.43200000000000005,0.2,0.8,0.222,5.8,13.0,0.444,0.43799999999999994,1.8,2.5,0.7120000000000001,1.4,2.3,3.7,6.8,2.4,0.6,2.1,2.5,13.8,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1992,25.0,ATL,NBA,PG,80.0,78.0,35.3,5.2,12.1,0.429,1.5,3.9,0.375,3.7,8.1,0.456,0.491,1.5,2.1,0.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,2.0,13.4,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1993,26.0,ATL,NBA,PG,81.0,81.0,36.0,5.5,13.3,0.41100000000000003,1.4,4.2,0.33399999999999996,4.1,9.1,0.447,0.46399999999999997,1.4,2.0,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8,https://www.basketball-reference.com//players/b/blaylmo01.html,1.0
1994,27.0,ATL,NBA,PG,80.0,80.0,38.4,6.4,15.0,0.425,2.5,6.9,0.359,3.9,8.0,0.48200000000000004,0.508,2.0,2.7,0.7290000000000001,1.5,3.5,4.9,7.7,2.5,0.3,3.0,2.1,17.2,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1995,28.0,ATL,NBA,PG,81.0,81.0,35.7,5.6,13.9,0.405,2.9,7.7,0.371,2.8,6.2,0.44799999999999995,0.508,1.6,2.1,0.747,1.4,2.7,4.1,5.9,2.6,0.2,2.3,1.9,15.7,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1996,29.0,ATL,NBA,PG,78.0,78.0,39.2,6.4,14.9,0.43200000000000005,2.8,7.7,0.366,3.6,7.1,0.505,0.528,1.7,2.2,0.753,1.5,3.8,5.3,5.9,2.7,0.3,2.4,1.8,17.4,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1997,30.0,ATL,NBA,PG,70.0,69.0,38.6,5.3,13.4,0.392,1.3,4.8,0.26899999999999996,4.0,8.6,0.46,0.44,1.4,1.9,0.7090000000000001,1.2,3.7,4.9,6.7,2.6,0.3,2.5,1.7,13.2,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1998,31.0,ATL,NBA,PG,48.0,48.0,36.7,5.1,13.6,0.379,1.6,5.2,0.307,3.5,8.3,0.425,0.439,1.4,1.9,0.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1999,32.0,GSW,NBA,PG,73.0,72.0,33.7,4.5,11.5,0.391,1.4,4.1,0.336,3.1,7.3,0.42200000000000004,0.451,0.9,1.3,0.705,0.8,2.9,3.7,6.7,2.0,0.3,2.0,1.7,11.3,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
2000,33.0,GSW,NBA,PG,69.0,59.0,34.1,4.6,11.6,0.396,1.1,3.3,0.324,3.5,8.3,0.424,0.441,0.8,1.1,0.6970000000000001,1.0,2.9,3.9,6.7,2.4,0.3,1.9,1.9,11.0,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
2001,34.0,GSW,NBA,PG,35.0,0.0,17.1,1.4,4.2,0.342,0.4,1.2,0.35700000000000004,1.0,3.0,0.337,0.39399999999999996,0.1,0.2,0.5,0.2,1.3,1.5,3.3,0.7,0.1,1.1,0.6,3.4,https://www.basketball-reference.com//players/b/blaylmo01.html,0.0
1989,24.0,BOS,NBA,PF,65.0,7.0,9.5,2.1,4.4,0.47600000000000003,0.0,0.4,0.071,2.1,4.0,0.519,0.479,0.8,1.0,0.828,0.6,0.9,1.5,1.2,0.1,0.0,0.8,0.8,5.0,https://www.basketball-reference.com//players/s/smithmi01.html,0.0
1990,25.0,BOS,NBA,PF,47.0,3.0,8.3,2.0,4.3,0.475,0.1,0.5,0.25,1.9,3.7,0.506,0.49,0.5,0.6,0.815,0.4,0.7,1.2,0.9,0.1,0.0,0.8,0.6,4.6,https://www.basketball-reference.com//players/s/smithmi01.html,0.0
1994,29.0,LAC,NBA,PF,29.0,0.0,11.0,2.2,4.6,0.47,0.0,0.3,0.125,2.1,4.3,0.49200000000000005,0.474,0.9,1.0,0.867,0.4,1.5,1.9,0.7,0.2,0.1,0.6,1.4,5.3,https://www.basketball-reference.com//players/s/smithmi01.html,0.0
1989,23.0,GSW,NBA,PG,79.0,78.0,33.7,5.9,12.5,0.47100000000000003,0.3,1.1,0.27399999999999997,5.6,11.4,0.489,0.483,2.7,3.5,0.764,0.7,3.2,3.9,8.7,2.1,0.2,3.3,2.9,14.7,https://www.basketball-reference.com//players/h/hardati01.html,0.0
1990,24.0,GSW,NBA,PG,82.0,82.0,39.2,9.0,18.9,0.47600000000000003,1.2,3.1,0.385,7.8,15.8,0.494,0.508,3.7,4.6,0.8029999999999999,1.1,3.0,4.0,9.7,2.6,0.1,3.3,2.8,22.9,https://www.basketball-reference.com//players/h/hardati01.html,1.0
1991,25.0,GSW,NBA,PG,81.0,81.0,41.1,9.1,19.7,0.461,1.6,4.6,0.33799999999999997,7.5,15.0,0.499,0.501,3.7,4.8,0.7659999999999999,1.0,2.8,3.8,10.0,2.0,0.2,3.3,2.6,23.4,https://www.basketball-reference.com//players/h/hardati01.html,1.0
1992,26.0,GSW,NBA,PG,66.0,66.0,39.5,7.9,17.7,0.447,1.5,4.7,0.33,6.4,13.0,0.489,0.491,4.1,5.6,0.7440000000000001,0.9,3.1,4.0,10.6,1.8,0.2,3.3,2.3,21.5,https://www.basketball-reference.com//players/h/hardati01.html,1.0
1994,28.0,GSW,NBA,PG,62.0,62.0,37.4,6.9,16.2,0.42700000000000005,2.7,7.2,0.37799999999999995,4.2,9.1,0.465,0.51,3.5,4.6,0.76,0.7,2.3,3.1,9.3,1.4,0.2,3.5,2.5,20.1,https://www.basketball-reference.com//players/h/hardati01.html,0.0
1995,29.0,TOT,NBA,PG,80.0,46.0,31.7,5.2,12.4,0.42200000000000004,1.7,4.7,0.364,3.5,7.7,0.45799999999999996,0.49200000000000005,3.0,3.8,0.79,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2,https://www.basketball-reference.com//players/h/hardati01.html,0.0
1996,30.0,MIA,NBA,PG,81.0,81.0,38.7,7.1,17.1,0.415,2.5,7.3,0.344,4.6,9.8,0.469,0.489,3.6,4.5,0.799,0.6,2.8,3.4,8.6,1.9,0.1,2.8,2.0,20.3,https://www.basketball-reference.com//players/h/hardati01.html,1.0
1997,31.0,MIA,NBA,PG,81.0,81.0,37.4,6.9,16.0,0.431,1.9,5.5,0.35100000000000003,5.0,10.5,0.47200000000000003,0.49,3.2,4.1,0.7809999999999999,0.6,3.1,3.7,8.3,1.7,0.2,2.8,2.5,18.9,https://www.basketball-reference.com//players/h/hardati01.html,1.0
1998,32.0,MIA,NBA,PG,48.0,48.0,36.9,6.3,15.7,0.4,2.3,6.5,0.36,3.9,9.2,0.429,0.475,2.5,3.1,0.812,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4,https://www.basketball-reference.com//players/h/hardati01.html,0.0
1999,33.0,MIA,NBA,PG,52.0,52.0,32.2,4.7,12.3,0.386,1.8,4.9,0.36700000000000005,2.9,7.3,0.39799999999999996,0.45899999999999996,2.1,2.6,0.8270000000000001,0.5,2.4,2.9,7.4,0.9,0.1,2.3,2.2,13.4,https://www.basketball-reference.com//players/h/hardati01.html,0.0
2000,34.0,MIA,NBA,PG,77.0,77.0,33.9,5.3,13.5,0.392,2.5,6.7,0.366,2.8,6.8,0.41700000000000004,0.48200000000000004,1.9,2.4,0.8009999999999999,0.3,2.3,2.6,6.3,1.2,0.1,2.5,2.0,14.9,https://www.basketball-reference.com//players/h/hardati01.html,0.0
2001,35.0,TOT,NBA,PG,68.0,16.0,23.5,3.3,9.1,0.365,1.8,5.2,0.34700000000000003,1.5,3.9,0.387,0.46399999999999997,1.1,1.4,0.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,1.6,9.6,https://www.basketball-reference.com//players/h/hardati01.html,0.0
2002,36.0,IND,NBA,PG,10.0,0.0,12.7,1.8,4.9,0.36700000000000005,1.1,3.1,0.355,0.7,1.8,0.389,0.48,0.2,0.4,0.5,0.1,1.4,1.5,2.4,0.9,0.0,1.1,0.8,4.9,https://www.basketball-reference.com//players/h/hardati01.html,0.0
1989,23.0,DEN,NBA,SG,79.0,4.0,16.8,3.2,6.5,0.486,0.0,0.2,0.0,3.2,6.3,0.5,0.486,1.6,2.2,0.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8.0,https://www.basketball-reference.com//players/l/lichtto01.html,0.0
1990,24.0,DEN,NBA,SG,29.0,25.0,29.7,5.7,13.0,0.439,0.5,1.6,0.298,5.2,11.4,0.45899999999999996,0.45799999999999996,2.0,2.4,0.855,1.7,2.2,3.9,2.5,1.6,0.3,1.1,2.2,14.0,https://www.basketball-reference.com//players/l/lichtto01.html,0.0
1991,25.0,DEN,NBA,SG,68.0,10.0,17.3,2.5,5.5,0.46,0.0,0.1,0.111,2.5,5.4,0.469,0.461,1.5,1.7,0.8390000000000001,0.5,1.2,1.7,1.1,0.6,0.2,1.1,1.9,6.6,https://www.basketball-reference.com//players/l/lichtto01.html,0.0
1992,26.0,DEN,NBA,SG,48.0,12.0,15.7,2.6,5.8,0.449,0.0,0.1,0.33299999999999996,2.5,5.6,0.452,0.45299999999999996,1.7,2.1,0.794,0.7,1.4,2.1,1.1,0.6,0.2,1.0,1.3,6.9,https://www.basketball-reference.com//players/l/lichtto01.html,0.0
1993,27.0,TOT,NBA,SG,13.0,0.0,9.7,1.5,3.9,0.392,0.2,0.2,1.0,1.4,3.8,0.36700000000000005,0.41200000000000003,1.2,1.9,0.64,0.6,1.1,1.7,0.8,0.5,0.1,0.4,1.2,4.5,https://www.basketball-reference.com//players/l/lichtto01.html,0.0
1989,22.0,SEA,NBA,PG,81.0,25.0,20.1,3.7,9.1,0.405,1.2,2.9,0.39899999999999997,2.5,6.2,0.408,0.47,1.1,1.4,0.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.2,9.7,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1990,23.0,SEA,NBA,PG,66.0,0.0,11.4,2.3,4.7,0.495,0.5,1.2,0.395,1.8,3.5,0.53,0.547,1.2,1.3,0.9179999999999999,0.3,0.8,1.1,1.7,0.3,0.0,0.8,0.6,6.3,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1991,24.0,SEA,NBA,PG,75.0,1.0,17.7,3.2,6.6,0.483,1.1,2.5,0.446,2.1,4.1,0.505,0.5670000000000001,0.8,1.1,0.759,0.2,0.9,1.1,1.7,0.7,0.1,0.7,1.1,8.3,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1992,25.0,SEA,NBA,PG,69.0,2.0,18.0,3.1,6.9,0.451,0.9,2.4,0.379,2.2,4.4,0.49200000000000005,0.519,0.7,0.9,0.831,0.3,1.3,1.6,2.2,0.9,0.0,0.8,1.1,7.8,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1993,26.0,PHI,NBA,PG,81.0,70.0,31.1,5.1,10.8,0.469,1.7,4.4,0.381,3.4,6.5,0.529,0.546,1.4,1.8,0.8,0.3,2.1,2.4,5.2,1.3,0.1,2.1,1.2,13.3,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1994,27.0,PHI,NBA,PG,82.0,82.0,40.5,7.0,14.2,0.49,2.4,5.2,0.46399999999999997,4.6,9.0,0.505,0.575,4.2,4.7,0.899,0.3,3.0,3.3,7.5,1.8,0.0,3.0,1.9,20.6,https://www.basketball-reference.com//players/b/barroda01.html,1.0
1995,28.0,BOS,NBA,PG,80.0,25.0,29.1,4.7,10.1,0.47,1.9,4.6,0.408,2.9,5.5,0.523,0.563,1.6,1.8,0.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1996,29.0,BOS,NBA,PG,24.0,8.0,29.5,4.6,10.5,0.435,1.8,4.4,0.41,2.8,6.2,0.45299999999999996,0.52,1.5,1.8,0.86,0.2,1.8,2.0,3.4,1.1,0.3,1.6,1.4,12.5,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1997,30.0,BOS,NBA,PG,80.0,15.0,21.1,3.5,7.6,0.461,1.3,3.1,0.40700000000000003,2.3,4.5,0.499,0.544,1.5,1.8,0.847,0.4,1.6,1.9,3.6,1.0,0.1,1.3,1.6,9.8,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1998,31.0,BOS,NBA,PG,50.0,16.0,23.1,3.4,7.4,0.45299999999999996,1.3,3.2,0.4,2.1,4.2,0.493,0.539,1.3,1.5,0.877,0.3,1.8,2.1,4.2,1.0,0.1,1.8,1.3,9.3,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1999,32.0,BOS,NBA,PG,72.0,0.0,15.8,2.7,6.0,0.451,0.8,2.0,0.41,1.9,4.0,0.47100000000000003,0.518,0.9,1.1,0.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2,https://www.basketball-reference.com//players/b/barroda01.html,0.0
2000,33.0,DET,NBA,PG,60.0,0.0,18.0,3.1,6.9,0.444,0.7,1.8,0.419,2.3,5.1,0.45299999999999996,0.498,1.1,1.3,0.85,0.1,1.5,1.6,1.8,0.5,0.0,1.0,1.1,8.0,https://www.basketball-reference.com//players/b/barroda01.html,0.0
2001,34.0,DET,NBA,PG,29.0,20.0,20.1,2.6,6.6,0.385,0.8,2.4,0.33799999999999997,1.7,4.2,0.413,0.44799999999999995,0.7,0.9,0.778,0.0,1.9,2.0,2.7,0.5,0.1,1.1,1.3,6.7,https://www.basketball-reference.com//players/b/barroda01.html,0.0
2003,36.0,BOS,NBA,SG,1.0,0.0,11.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,https://www.basketball-reference.com//players/b/barroda01.html,0.0
1989,20.0,SEA,NBA,PF,81.0,1.0,13.8,2.5,5.2,0.479,0.0,0.1,0.16699999999999998,2.5,5.1,0.488,0.48100000000000004,1.4,2.0,0.736,1.8,2.5,4.3,0.3,0.6,0.9,1.3,2.5,6.5,https://www.basketball-reference.com//players/k/kempsh01.html,0.0
1990,21.0,SEA,NBA,PF,81.0,66.0,30.1,5.7,11.2,0.508,0.0,0.1,0.16699999999999998,5.7,11.1,0.513,0.509,3.6,5.4,0.6609999999999999,3.3,5.1,8.4,1.8,1.0,1.5,2.5,3.9,15.0,https://www.basketball-reference.com//players/k/kempsh01.html,0.0
1991,22.0,SEA,NBA,PF,64.0,23.0,28.3,5.7,11.2,0.504,0.0,0.0,0.0,5.7,11.2,0.506,0.504,4.2,5.6,0.748,4.1,6.3,10.4,1.3,1.1,1.9,2.4,4.1,15.5,https://www.basketball-reference.com//players/k/kempsh01.html,0.0
1992,23.0,SEA,NBA,PF,78.0,68.0,33.1,6.6,13.4,0.49200000000000005,0.0,0.1,0.0,6.6,13.4,0.494,0.49200000000000005,4.6,6.4,0.7120000000000001,3.7,7.0,10.7,2.0,1.5,1.9,2.8,4.2,17.8,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1993,24.0,SEA,NBA,PF,79.0,73.0,32.9,6.7,12.5,0.5379999999999999,0.0,0.1,0.25,6.7,12.5,0.54,0.539,4.6,6.2,0.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1994,25.0,SEA,NBA,PF,82.0,79.0,32.7,6.6,12.2,0.547,0.0,0.1,0.28600000000000003,6.6,12.1,0.5479999999999999,0.5479999999999999,5.3,7.1,0.7490000000000001,3.9,7.0,10.9,1.8,1.2,1.5,3.2,4.1,18.7,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1995,26.0,SEA,NBA,PF,79.0,76.0,33.3,6.7,11.9,0.561,0.1,0.2,0.41700000000000004,6.6,11.7,0.563,0.564,6.2,8.4,0.742,3.5,7.9,11.4,2.2,1.2,1.6,4.0,3.8,19.6,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1996,27.0,SEA,NBA,PF,81.0,75.0,34.0,6.5,12.7,0.51,0.1,0.4,0.364,6.3,12.3,0.515,0.516,5.6,7.5,0.742,3.4,6.6,10.0,1.9,1.5,1.0,3.5,4.0,18.7,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1997,28.0,CLE,NBA,PF,80.0,80.0,34.6,6.5,14.6,0.445,0.0,0.1,0.25,6.5,14.5,0.446,0.446,5.1,7.0,0.727,2.7,6.6,9.3,2.5,1.4,1.1,3.4,3.9,18.0,https://www.basketball-reference.com//players/k/kempsh01.html,1.0
1998,29.0,CLE,NBA,PF,42.0,42.0,35.1,6.6,13.7,0.48200000000000004,0.0,0.0,0.5,6.6,13.6,0.48200000000000004,0.483,7.3,9.3,0.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,https://www.basketball-reference.com//players/k/kempsh01.html,0.0
